img,label
D:/study/iris/CASIA-Iris-Thousand\139\R\S5139R01.jpg,139
D:/study/iris/CASIA-Iris-Thousand\462\R\S5462R02.jpg,462
D:/study/iris/CASIA-Iris-Thousand\578\L\S5578L09.jpg,578
D:/study/iris/CASIA-Iris-Thousand\245\R\S5245R08.jpg,245
D:/study/iris/CASIA-Iris-Thousand\220\R\S5220R08.jpg,220
D:/study/iris/CASIA-Iris-Thousand\043\R\S5043R02.jpg,43
D:/study/iris/CASIA-Iris-Thousand\081\R\S5081R09.jpg,81
D:/study/iris/CASIA-Iris-Thousand\661\R\S5661R05.jpg,661
D:/study/iris/CASIA-Iris-Thousand\801\R\S5801R06.jpg,801
D:/study/iris/CASIA-Iris-Thousand\347\R\S5347R03.jpg,347
D:/study/iris/CASIA-Iris-Thousand\740\R\S5740R07.jpg,740
D:/study/iris/CASIA-Iris-Thousand\638\L\S5638L03.jpg,638
D:/study/iris/CASIA-Iris-Thousand\732\L\S5732L03.jpg,732
D:/study/iris/CASIA-Iris-Thousand\470\R\S5470R09.jpg,470
D:/study/iris/CASIA-Iris-Thousand\848\L\S5848L06.jpg,848
D:/study/iris/CASIA-Iris-Thousand\893\R\S5893R08.jpg,893
D:/study/iris/CASIA-Iris-Thousand\752\L\S5752L08.jpg,752
D:/study/iris/CASIA-Iris-Thousand\155\L\S5155L04.jpg,155
D:/study/iris/CASIA-Iris-Thousand\998\L\S5998L04.jpg,998
D:/study/iris/CASIA-Iris-Thousand\669\R\S5669R00.jpg,669
D:/study/iris/CASIA-Iris-Thousand\446\R\S5446R03.jpg,446
D:/study/iris/CASIA-Iris-Thousand\004\R\S5004R03.jpg,4
D:/study/iris/CASIA-Iris-Thousand\784\L\S5784L02.jpg,784
D:/study/iris/CASIA-Iris-Thousand\618\L\S5618L08.jpg,618
D:/study/iris/CASIA-Iris-Thousand\029\L\S5029L05.jpg,29
D:/study/iris/CASIA-Iris-Thousand\134\L\S5134L04.jpg,134
D:/study/iris/CASIA-Iris-Thousand\832\L\S5832L08.jpg,832
D:/study/iris/CASIA-Iris-Thousand\799\L\S5799L03.jpg,799
D:/study/iris/CASIA-Iris-Thousand\339\R\S5339R05.jpg,339
D:/study/iris/CASIA-Iris-Thousand\279\R\S5279R08.jpg,279
D:/study/iris/CASIA-Iris-Thousand\597\R\S5597R04.jpg,597
D:/study/iris/CASIA-Iris-Thousand\606\R\S5606R05.jpg,606
D:/study/iris/CASIA-Iris-Thousand\227\L\S5227L04.jpg,227
D:/study/iris/CASIA-Iris-Thousand\067\L\S5067L06.jpg,67
D:/study/iris/CASIA-Iris-Thousand\976\L\S5976L07.jpg,976
D:/study/iris/CASIA-Iris-Thousand\568\L\S5568L03.jpg,568
D:/study/iris/CASIA-Iris-Thousand\328\L\S5328L03.jpg,328
D:/study/iris/CASIA-Iris-Thousand\781\R\S5781R04.jpg,781
D:/study/iris/CASIA-Iris-Thousand\271\R\S5271R03.jpg,271
D:/study/iris/CASIA-Iris-Thousand\486\R\S5486R01.jpg,486
D:/study/iris/CASIA-Iris-Thousand\217\R\S5217R09.jpg,217
D:/study/iris/CASIA-Iris-Thousand\799\R\S5799R01.jpg,799
D:/study/iris/CASIA-Iris-Thousand\903\R\S5903R03.jpg,903
D:/study/iris/CASIA-Iris-Thousand\892\L\S5892L07.jpg,892
D:/study/iris/CASIA-Iris-Thousand\561\R\S5561R07.jpg,561
D:/study/iris/CASIA-Iris-Thousand\544\L\S5544L05.jpg,544
D:/study/iris/CASIA-Iris-Thousand\999\R\S5999R09.jpg,999
D:/study/iris/CASIA-Iris-Thousand\434\R\S5434R08.jpg,434
D:/study/iris/CASIA-Iris-Thousand\446\L\S5446L06.jpg,446
D:/study/iris/CASIA-Iris-Thousand\024\L\S5024L02.jpg,24
D:/study/iris/CASIA-Iris-Thousand\102\R\S5102R05.jpg,102
D:/study/iris/CASIA-Iris-Thousand\633\L\S5633L00.jpg,633
D:/study/iris/CASIA-Iris-Thousand\325\R\S5325R03.jpg,325
D:/study/iris/CASIA-Iris-Thousand\598\R\S5598R03.jpg,598
D:/study/iris/CASIA-Iris-Thousand\155\R\S5155R08.jpg,155
D:/study/iris/CASIA-Iris-Thousand\087\R\S5087R08.jpg,87
D:/study/iris/CASIA-Iris-Thousand\493\L\S5493L04.jpg,493
D:/study/iris/CASIA-Iris-Thousand\173\L\S5173L03.jpg,173
D:/study/iris/CASIA-Iris-Thousand\973\R\S5973R00.jpg,973
D:/study/iris/CASIA-Iris-Thousand\947\L\S5947L06.jpg,947
D:/study/iris/CASIA-Iris-Thousand\171\L\S5171L09.jpg,171
D:/study/iris/CASIA-Iris-Thousand\251\R\S5251R06.jpg,251
D:/study/iris/CASIA-Iris-Thousand\813\L\S5813L01.jpg,813
D:/study/iris/CASIA-Iris-Thousand\240\R\S5240R02.jpg,240
D:/study/iris/CASIA-Iris-Thousand\779\L\S5779L08.jpg,779
D:/study/iris/CASIA-Iris-Thousand\787\R\S5787R03.jpg,787
D:/study/iris/CASIA-Iris-Thousand\978\L\S5978L08.jpg,978
D:/study/iris/CASIA-Iris-Thousand\491\L\S5491L03.jpg,491
D:/study/iris/CASIA-Iris-Thousand\440\R\S5440R04.jpg,440
D:/study/iris/CASIA-Iris-Thousand\153\L\S5153L07.jpg,153
D:/study/iris/CASIA-Iris-Thousand\436\R\S5436R09.jpg,436
D:/study/iris/CASIA-Iris-Thousand\305\R\S5305R00.jpg,305
D:/study/iris/CASIA-Iris-Thousand\735\L\S5735L02.jpg,735
D:/study/iris/CASIA-Iris-Thousand\529\R\S5529R03.jpg,529
D:/study/iris/CASIA-Iris-Thousand\385\L\S5385L03.jpg,385
D:/study/iris/CASIA-Iris-Thousand\569\R\S5569R00.jpg,569
D:/study/iris/CASIA-Iris-Thousand\051\L\S5051L00.jpg,51
D:/study/iris/CASIA-Iris-Thousand\983\R\S5983R09.jpg,983
D:/study/iris/CASIA-Iris-Thousand\779\L\S5779L04.jpg,779
D:/study/iris/CASIA-Iris-Thousand\148\L\S5148L01.jpg,148
D:/study/iris/CASIA-Iris-Thousand\589\R\S5589R08.jpg,589
D:/study/iris/CASIA-Iris-Thousand\959\R\S5959R08.jpg,959
D:/study/iris/CASIA-Iris-Thousand\335\L\S5335L09.jpg,335
D:/study/iris/CASIA-Iris-Thousand\119\R\S5119R01.jpg,119
D:/study/iris/CASIA-Iris-Thousand\567\L\S5567L05.jpg,567
D:/study/iris/CASIA-Iris-Thousand\923\L\S5923L09.jpg,923
D:/study/iris/CASIA-Iris-Thousand\428\R\S5428R08.jpg,428
D:/study/iris/CASIA-Iris-Thousand\852\L\S5852L04.jpg,852
D:/study/iris/CASIA-Iris-Thousand\487\R\S5487R03.jpg,487
D:/study/iris/CASIA-Iris-Thousand\170\L\S5170L04.jpg,170
D:/study/iris/CASIA-Iris-Thousand\712\R\S5712R01.jpg,712
D:/study/iris/CASIA-Iris-Thousand\807\L\S5807L07.jpg,807
D:/study/iris/CASIA-Iris-Thousand\595\L\S5595L06.jpg,595
D:/study/iris/CASIA-Iris-Thousand\730\L\S5730L09.jpg,730
D:/study/iris/CASIA-Iris-Thousand\552\R\S5552R01.jpg,552
D:/study/iris/CASIA-Iris-Thousand\741\L\S5741L08.jpg,741
D:/study/iris/CASIA-Iris-Thousand\004\R\S5004R06.jpg,4
D:/study/iris/CASIA-Iris-Thousand\912\R\S5912R08.jpg,912
D:/study/iris/CASIA-Iris-Thousand\107\R\S5107R06.jpg,107
D:/study/iris/CASIA-Iris-Thousand\983\R\S5983R06.jpg,983
D:/study/iris/CASIA-Iris-Thousand\893\L\S5893L05.jpg,893
D:/study/iris/CASIA-Iris-Thousand\066\R\S5066R07.jpg,66
D:/study/iris/CASIA-Iris-Thousand\680\L\S5680L00.jpg,680
D:/study/iris/CASIA-Iris-Thousand\181\L\S5181L03.jpg,181
D:/study/iris/CASIA-Iris-Thousand\814\L\S5814L00.jpg,814
D:/study/iris/CASIA-Iris-Thousand\386\R\S5386R08.jpg,386
D:/study/iris/CASIA-Iris-Thousand\177\L\S5177L05.jpg,177
D:/study/iris/CASIA-Iris-Thousand\488\L\S5488L07.jpg,488
D:/study/iris/CASIA-Iris-Thousand\833\R\S5833R03.jpg,833
D:/study/iris/CASIA-Iris-Thousand\133\L\S5133L09.jpg,133
D:/study/iris/CASIA-Iris-Thousand\536\R\S5536R08.jpg,536
D:/study/iris/CASIA-Iris-Thousand\973\R\S5973R03.jpg,973
D:/study/iris/CASIA-Iris-Thousand\834\L\S5834L02.jpg,834
D:/study/iris/CASIA-Iris-Thousand\939\L\S5939L06.jpg,939
D:/study/iris/CASIA-Iris-Thousand\254\R\S5254R09.jpg,254
D:/study/iris/CASIA-Iris-Thousand\335\L\S5335L00.jpg,335
D:/study/iris/CASIA-Iris-Thousand\472\R\S5472R08.jpg,472
D:/study/iris/CASIA-Iris-Thousand\775\R\S5775R04.jpg,775
D:/study/iris/CASIA-Iris-Thousand\120\L\S5120L03.jpg,120
D:/study/iris/CASIA-Iris-Thousand\289\L\S5289L05.jpg,289
D:/study/iris/CASIA-Iris-Thousand\551\L\S5551L07.jpg,551
D:/study/iris/CASIA-Iris-Thousand\826\L\S5826L01.jpg,826
D:/study/iris/CASIA-Iris-Thousand\233\R\S5233R07.jpg,233
D:/study/iris/CASIA-Iris-Thousand\136\R\S5136R06.jpg,136
D:/study/iris/CASIA-Iris-Thousand\508\L\S5508L02.jpg,508
D:/study/iris/CASIA-Iris-Thousand\037\L\S5037L04.jpg,37
D:/study/iris/CASIA-Iris-Thousand\248\R\S5248R04.jpg,248
D:/study/iris/CASIA-Iris-Thousand\905\L\S5905L04.jpg,905
D:/study/iris/CASIA-Iris-Thousand\491\R\S5491R05.jpg,491
D:/study/iris/CASIA-Iris-Thousand\120\L\S5120L04.jpg,120
D:/study/iris/CASIA-Iris-Thousand\147\L\S5147L05.jpg,147
D:/study/iris/CASIA-Iris-Thousand\502\R\S5502R00.jpg,502
D:/study/iris/CASIA-Iris-Thousand\524\R\S5524R04.jpg,524
D:/study/iris/CASIA-Iris-Thousand\733\L\S5733L05.jpg,733
D:/study/iris/CASIA-Iris-Thousand\598\L\S5598L09.jpg,598
D:/study/iris/CASIA-Iris-Thousand\407\R\S5407R06.jpg,407
D:/study/iris/CASIA-Iris-Thousand\909\L\S5909L08.jpg,909
D:/study/iris/CASIA-Iris-Thousand\555\L\S5555L02.jpg,555
D:/study/iris/CASIA-Iris-Thousand\451\L\S5451L04.jpg,451
D:/study/iris/CASIA-Iris-Thousand\381\L\S5381L03.jpg,381
D:/study/iris/CASIA-Iris-Thousand\253\R\S5253R05.jpg,253
D:/study/iris/CASIA-Iris-Thousand\647\L\S5647L02.jpg,647
D:/study/iris/CASIA-Iris-Thousand\351\L\S5351L00.jpg,351
D:/study/iris/CASIA-Iris-Thousand\716\R\S5716R04.jpg,716
D:/study/iris/CASIA-Iris-Thousand\517\L\S5517L03.jpg,517
D:/study/iris/CASIA-Iris-Thousand\141\R\S5141R09.jpg,141
D:/study/iris/CASIA-Iris-Thousand\138\R\S5138R03.jpg,138
D:/study/iris/CASIA-Iris-Thousand\102\R\S5102R00.jpg,102
D:/study/iris/CASIA-Iris-Thousand\760\L\S5760L00.jpg,760
D:/study/iris/CASIA-Iris-Thousand\137\L\S5137L08.jpg,137
D:/study/iris/CASIA-Iris-Thousand\530\R\S5530R06.jpg,530
D:/study/iris/CASIA-Iris-Thousand\661\R\S5661R02.jpg,661
D:/study/iris/CASIA-Iris-Thousand\420\R\S5420R06.jpg,420
D:/study/iris/CASIA-Iris-Thousand\452\L\S5452L03.jpg,452
D:/study/iris/CASIA-Iris-Thousand\385\L\S5385L00.jpg,385
D:/study/iris/CASIA-Iris-Thousand\274\R\S5274R08.jpg,274
D:/study/iris/CASIA-Iris-Thousand\668\L\S5668L07.jpg,668
D:/study/iris/CASIA-Iris-Thousand\112\L\S5112L04.jpg,112
D:/study/iris/CASIA-Iris-Thousand\100\L\S5100L06.jpg,100
D:/study/iris/CASIA-Iris-Thousand\719\L\S5719L04.jpg,719
D:/study/iris/CASIA-Iris-Thousand\723\L\S5723L06.jpg,723
D:/study/iris/CASIA-Iris-Thousand\420\R\S5420R03.jpg,420
D:/study/iris/CASIA-Iris-Thousand\142\R\S5142R00.jpg,142
D:/study/iris/CASIA-Iris-Thousand\362\R\S5362R05.jpg,362
D:/study/iris/CASIA-Iris-Thousand\952\R\S5952R05.jpg,952
D:/study/iris/CASIA-Iris-Thousand\409\R\S5409R04.jpg,409
D:/study/iris/CASIA-Iris-Thousand\589\R\S5589R02.jpg,589
D:/study/iris/CASIA-Iris-Thousand\042\R\S5042R08.jpg,42
D:/study/iris/CASIA-Iris-Thousand\890\L\S5890L04.jpg,890
D:/study/iris/CASIA-Iris-Thousand\536\R\S5536R00.jpg,536
D:/study/iris/CASIA-Iris-Thousand\581\R\S5581R02.jpg,581
D:/study/iris/CASIA-Iris-Thousand\705\L\S5705L01.jpg,705
D:/study/iris/CASIA-Iris-Thousand\930\L\S5930L07.jpg,930
D:/study/iris/CASIA-Iris-Thousand\814\L\S5814L07.jpg,814
D:/study/iris/CASIA-Iris-Thousand\508\R\S5508R06.jpg,508
D:/study/iris/CASIA-Iris-Thousand\163\R\S5163R02.jpg,163
D:/study/iris/CASIA-Iris-Thousand\153\R\S5153R04.jpg,153
D:/study/iris/CASIA-Iris-Thousand\200\R\S5200R05.jpg,200
D:/study/iris/CASIA-Iris-Thousand\788\L\S5788L03.jpg,788
D:/study/iris/CASIA-Iris-Thousand\479\L\S5479L02.jpg,479
D:/study/iris/CASIA-Iris-Thousand\069\L\S5069L04.jpg,69
D:/study/iris/CASIA-Iris-Thousand\744\L\S5744L08.jpg,744
D:/study/iris/CASIA-Iris-Thousand\380\L\S5380L05.jpg,380
D:/study/iris/CASIA-Iris-Thousand\417\R\S5417R01.jpg,417
D:/study/iris/CASIA-Iris-Thousand\187\R\S5187R04.jpg,187
D:/study/iris/CASIA-Iris-Thousand\664\L\S5664L06.jpg,664
D:/study/iris/CASIA-Iris-Thousand\956\R\S5956R06.jpg,956
D:/study/iris/CASIA-Iris-Thousand\894\L\S5894L00.jpg,894
D:/study/iris/CASIA-Iris-Thousand\558\L\S5558L08.jpg,558
D:/study/iris/CASIA-Iris-Thousand\047\L\S5047L04.jpg,47
D:/study/iris/CASIA-Iris-Thousand\379\L\S5379L01.jpg,379
D:/study/iris/CASIA-Iris-Thousand\456\L\S5456L01.jpg,456
D:/study/iris/CASIA-Iris-Thousand\056\L\S5056L02.jpg,56
D:/study/iris/CASIA-Iris-Thousand\626\L\S5626L01.jpg,626
D:/study/iris/CASIA-Iris-Thousand\509\L\S5509L01.jpg,509
D:/study/iris/CASIA-Iris-Thousand\575\R\S5575R02.jpg,575
D:/study/iris/CASIA-Iris-Thousand\903\R\S5903R04.jpg,903
D:/study/iris/CASIA-Iris-Thousand\925\L\S5925L02.jpg,925
D:/study/iris/CASIA-Iris-Thousand\301\R\S5301R00.jpg,301
D:/study/iris/CASIA-Iris-Thousand\545\L\S5545L07.jpg,545
D:/study/iris/CASIA-Iris-Thousand\529\R\S5529R01.jpg,529
D:/study/iris/CASIA-Iris-Thousand\996\R\S5996R08.jpg,996
D:/study/iris/CASIA-Iris-Thousand\420\L\S5420L06.jpg,420
D:/study/iris/CASIA-Iris-Thousand\269\L\S5269L07.jpg,269
D:/study/iris/CASIA-Iris-Thousand\463\L\S5463L02.jpg,463
D:/study/iris/CASIA-Iris-Thousand\198\R\S5198R00.jpg,198
D:/study/iris/CASIA-Iris-Thousand\389\L\S5389L05.jpg,389
D:/study/iris/CASIA-Iris-Thousand\153\R\S5153R06.jpg,153
D:/study/iris/CASIA-Iris-Thousand\462\R\S5462R08.jpg,462
D:/study/iris/CASIA-Iris-Thousand\590\R\S5590R06.jpg,590
D:/study/iris/CASIA-Iris-Thousand\967\R\S5967R01.jpg,967
D:/study/iris/CASIA-Iris-Thousand\895\R\S5895R07.jpg,895
D:/study/iris/CASIA-Iris-Thousand\538\L\S5538L06.jpg,538
D:/study/iris/CASIA-Iris-Thousand\630\L\S5630L06.jpg,630
D:/study/iris/CASIA-Iris-Thousand\589\L\S5589L08.jpg,589
D:/study/iris/CASIA-Iris-Thousand\596\R\S5596R06.jpg,596
D:/study/iris/CASIA-Iris-Thousand\430\R\S5430R02.jpg,430
D:/study/iris/CASIA-Iris-Thousand\433\R\S5433R09.jpg,433
D:/study/iris/CASIA-Iris-Thousand\094\R\S5094R04.jpg,94
D:/study/iris/CASIA-Iris-Thousand\316\L\S5316L09.jpg,316
D:/study/iris/CASIA-Iris-Thousand\268\L\S5268L09.jpg,268
D:/study/iris/CASIA-Iris-Thousand\663\L\S5663L09.jpg,663
D:/study/iris/CASIA-Iris-Thousand\159\L\S5159L08.jpg,159
D:/study/iris/CASIA-Iris-Thousand\199\R\S5199R03.jpg,199
D:/study/iris/CASIA-Iris-Thousand\857\R\S5857R00.jpg,857
D:/study/iris/CASIA-Iris-Thousand\962\L\S5962L06.jpg,962
D:/study/iris/CASIA-Iris-Thousand\238\R\S5238R06.jpg,238
D:/study/iris/CASIA-Iris-Thousand\401\L\S5401L02.jpg,401
D:/study/iris/CASIA-Iris-Thousand\678\R\S5678R01.jpg,678
D:/study/iris/CASIA-Iris-Thousand\698\R\S5698R03.jpg,698
D:/study/iris/CASIA-Iris-Thousand\031\R\S5031R03.jpg,31
D:/study/iris/CASIA-Iris-Thousand\265\R\S5265R00.jpg,265
D:/study/iris/CASIA-Iris-Thousand\976\L\S5976L08.jpg,976
D:/study/iris/CASIA-Iris-Thousand\431\R\S5431R00.jpg,431
D:/study/iris/CASIA-Iris-Thousand\566\R\S5566R09.jpg,566
D:/study/iris/CASIA-Iris-Thousand\472\L\S5472L01.jpg,472
D:/study/iris/CASIA-Iris-Thousand\048\R\S5048R02.jpg,48
D:/study/iris/CASIA-Iris-Thousand\191\L\S5191L01.jpg,191
D:/study/iris/CASIA-Iris-Thousand\938\R\S5938R00.jpg,938
D:/study/iris/CASIA-Iris-Thousand\364\L\S5364L03.jpg,364
D:/study/iris/CASIA-Iris-Thousand\352\L\S5352L05.jpg,352
D:/study/iris/CASIA-Iris-Thousand\522\R\S5522R05.jpg,522
D:/study/iris/CASIA-Iris-Thousand\495\R\S5495R09.jpg,495
D:/study/iris/CASIA-Iris-Thousand\770\R\S5770R08.jpg,770
D:/study/iris/CASIA-Iris-Thousand\013\R\S5013R03.jpg,13
D:/study/iris/CASIA-Iris-Thousand\539\R\S5539R01.jpg,539
D:/study/iris/CASIA-Iris-Thousand\798\R\S5798R09.jpg,798
D:/study/iris/CASIA-Iris-Thousand\828\R\S5828R04.jpg,828
D:/study/iris/CASIA-Iris-Thousand\852\R\S5852R09.jpg,852
D:/study/iris/CASIA-Iris-Thousand\810\R\S5810R00.jpg,810
D:/study/iris/CASIA-Iris-Thousand\296\R\S5296R09.jpg,296
D:/study/iris/CASIA-Iris-Thousand\894\R\S5894R04.jpg,894
D:/study/iris/CASIA-Iris-Thousand\200\L\S5200L03.jpg,200
D:/study/iris/CASIA-Iris-Thousand\158\R\S5158R09.jpg,158
D:/study/iris/CASIA-Iris-Thousand\206\R\S5206R00.jpg,206
D:/study/iris/CASIA-Iris-Thousand\818\R\S5818R07.jpg,818
D:/study/iris/CASIA-Iris-Thousand\052\R\S5052R08.jpg,52
D:/study/iris/CASIA-Iris-Thousand\692\R\S5692R06.jpg,692
D:/study/iris/CASIA-Iris-Thousand\405\L\S5405L08.jpg,405
D:/study/iris/CASIA-Iris-Thousand\008\L\S5008L02.jpg,8
D:/study/iris/CASIA-Iris-Thousand\787\L\S5787L07.jpg,787
D:/study/iris/CASIA-Iris-Thousand\041\R\S5041R04.jpg,41
D:/study/iris/CASIA-Iris-Thousand\925\R\S5925R02.jpg,925
D:/study/iris/CASIA-Iris-Thousand\359\L\S5359L09.jpg,359
D:/study/iris/CASIA-Iris-Thousand\918\R\S5918R04.jpg,918
D:/study/iris/CASIA-Iris-Thousand\998\R\S5998R09.jpg,998
D:/study/iris/CASIA-Iris-Thousand\218\R\S5218R05.jpg,218
D:/study/iris/CASIA-Iris-Thousand\068\R\S5068R04.jpg,68
D:/study/iris/CASIA-Iris-Thousand\277\R\S5277R07.jpg,277
D:/study/iris/CASIA-Iris-Thousand\773\L\S5773L09.jpg,773
D:/study/iris/CASIA-Iris-Thousand\295\L\S5295L09.jpg,295
D:/study/iris/CASIA-Iris-Thousand\304\L\S5304L07.jpg,304
D:/study/iris/CASIA-Iris-Thousand\106\L\S5106L06.jpg,106
D:/study/iris/CASIA-Iris-Thousand\343\R\S5343R01.jpg,343
D:/study/iris/CASIA-Iris-Thousand\418\L\S5418L05.jpg,418
D:/study/iris/CASIA-Iris-Thousand\231\L\S5231L08.jpg,231
D:/study/iris/CASIA-Iris-Thousand\370\R\S5370R02.jpg,370
D:/study/iris/CASIA-Iris-Thousand\314\L\S5314L00.jpg,314
D:/study/iris/CASIA-Iris-Thousand\701\R\S5701R02.jpg,701
D:/study/iris/CASIA-Iris-Thousand\279\L\S5279L03.jpg,279
D:/study/iris/CASIA-Iris-Thousand\023\R\S5023R09.jpg,23
D:/study/iris/CASIA-Iris-Thousand\441\L\S5441L06.jpg,441
D:/study/iris/CASIA-Iris-Thousand\497\L\S5497L09.jpg,497
D:/study/iris/CASIA-Iris-Thousand\638\L\S5638L08.jpg,638
D:/study/iris/CASIA-Iris-Thousand\642\R\S5642R04.jpg,642
D:/study/iris/CASIA-Iris-Thousand\231\L\S5231L00.jpg,231
D:/study/iris/CASIA-Iris-Thousand\773\L\S5773L08.jpg,773
D:/study/iris/CASIA-Iris-Thousand\702\L\S5702L05.jpg,702
D:/study/iris/CASIA-Iris-Thousand\958\L\S5958L01.jpg,958
D:/study/iris/CASIA-Iris-Thousand\003\R\S5003R01.jpg,3
D:/study/iris/CASIA-Iris-Thousand\703\R\S5703R06.jpg,703
D:/study/iris/CASIA-Iris-Thousand\803\L\S5803L09.jpg,803
D:/study/iris/CASIA-Iris-Thousand\288\R\S5288R08.jpg,288
D:/study/iris/CASIA-Iris-Thousand\432\R\S5432R01.jpg,432
D:/study/iris/CASIA-Iris-Thousand\259\L\S5259L01.jpg,259
D:/study/iris/CASIA-Iris-Thousand\721\L\S5721L02.jpg,721
D:/study/iris/CASIA-Iris-Thousand\224\L\S5224L03.jpg,224
D:/study/iris/CASIA-Iris-Thousand\578\R\S5578R07.jpg,578
D:/study/iris/CASIA-Iris-Thousand\720\R\S5720R09.jpg,720
D:/study/iris/CASIA-Iris-Thousand\547\R\S5547R06.jpg,547
D:/study/iris/CASIA-Iris-Thousand\544\L\S5544L06.jpg,544
D:/study/iris/CASIA-Iris-Thousand\507\R\S5507R00.jpg,507
D:/study/iris/CASIA-Iris-Thousand\190\L\S5190L02.jpg,190
D:/study/iris/CASIA-Iris-Thousand\813\R\S5813R04.jpg,813
D:/study/iris/CASIA-Iris-Thousand\127\L\S5127L01.jpg,127
D:/study/iris/CASIA-Iris-Thousand\459\R\S5459R02.jpg,459
D:/study/iris/CASIA-Iris-Thousand\732\R\S5732R05.jpg,732
D:/study/iris/CASIA-Iris-Thousand\459\L\S5459L03.jpg,459
D:/study/iris/CASIA-Iris-Thousand\062\L\S5062L08.jpg,62
D:/study/iris/CASIA-Iris-Thousand\853\L\S5853L04.jpg,853
D:/study/iris/CASIA-Iris-Thousand\099\L\S5099L00.jpg,99
D:/study/iris/CASIA-Iris-Thousand\018\L\S5018L04.jpg,18
D:/study/iris/CASIA-Iris-Thousand\370\R\S5370R09.jpg,370
D:/study/iris/CASIA-Iris-Thousand\055\R\S5055R02.jpg,55
D:/study/iris/CASIA-Iris-Thousand\059\L\S5059L05.jpg,59
D:/study/iris/CASIA-Iris-Thousand\679\L\S5679L08.jpg,679
D:/study/iris/CASIA-Iris-Thousand\347\R\S5347R04.jpg,347
D:/study/iris/CASIA-Iris-Thousand\498\L\S5498L08.jpg,498
D:/study/iris/CASIA-Iris-Thousand\420\R\S5420R00.jpg,420
D:/study/iris/CASIA-Iris-Thousand\909\R\S5909R04.jpg,909
D:/study/iris/CASIA-Iris-Thousand\598\R\S5598R09.jpg,598
D:/study/iris/CASIA-Iris-Thousand\422\R\S5422R01.jpg,422
D:/study/iris/CASIA-Iris-Thousand\412\L\S5412L09.jpg,412
D:/study/iris/CASIA-Iris-Thousand\570\R\S5570R00.jpg,570
D:/study/iris/CASIA-Iris-Thousand\970\R\S5970R06.jpg,970
D:/study/iris/CASIA-Iris-Thousand\363\L\S5363L09.jpg,363
D:/study/iris/CASIA-Iris-Thousand\453\R\S5453R00.jpg,453
D:/study/iris/CASIA-Iris-Thousand\773\R\S5773R07.jpg,773
D:/study/iris/CASIA-Iris-Thousand\772\L\S5772L09.jpg,772
D:/study/iris/CASIA-Iris-Thousand\687\L\S5687L05.jpg,687
D:/study/iris/CASIA-Iris-Thousand\841\L\S5841L07.jpg,841
D:/study/iris/CASIA-Iris-Thousand\473\R\S5473R05.jpg,473
D:/study/iris/CASIA-Iris-Thousand\900\R\S5900R07.jpg,900
D:/study/iris/CASIA-Iris-Thousand\189\L\S5189L06.jpg,189
D:/study/iris/CASIA-Iris-Thousand\055\R\S5055R04.jpg,55
D:/study/iris/CASIA-Iris-Thousand\215\L\S5215L04.jpg,215
D:/study/iris/CASIA-Iris-Thousand\640\L\S5640L09.jpg,640
D:/study/iris/CASIA-Iris-Thousand\097\L\S5097L08.jpg,97
D:/study/iris/CASIA-Iris-Thousand\423\L\S5423L02.jpg,423
D:/study/iris/CASIA-Iris-Thousand\348\R\S5348R05.jpg,348
D:/study/iris/CASIA-Iris-Thousand\336\L\S5336L00.jpg,336
D:/study/iris/CASIA-Iris-Thousand\218\L\S5218L00.jpg,218
D:/study/iris/CASIA-Iris-Thousand\729\R\S5729R07.jpg,729
D:/study/iris/CASIA-Iris-Thousand\142\R\S5142R06.jpg,142
D:/study/iris/CASIA-Iris-Thousand\623\L\S5623L02.jpg,623
D:/study/iris/CASIA-Iris-Thousand\427\L\S5427L06.jpg,427
D:/study/iris/CASIA-Iris-Thousand\326\L\S5326L06.jpg,326
D:/study/iris/CASIA-Iris-Thousand\183\R\S5183R09.jpg,183
D:/study/iris/CASIA-Iris-Thousand\031\L\S5031L01.jpg,31
D:/study/iris/CASIA-Iris-Thousand\591\L\S5591L00.jpg,591
D:/study/iris/CASIA-Iris-Thousand\746\L\S5746L03.jpg,746
D:/study/iris/CASIA-Iris-Thousand\670\L\S5670L05.jpg,670
D:/study/iris/CASIA-Iris-Thousand\756\L\S5756L09.jpg,756
D:/study/iris/CASIA-Iris-Thousand\867\L\S5867L04.jpg,867
D:/study/iris/CASIA-Iris-Thousand\919\L\S5919L01.jpg,919
D:/study/iris/CASIA-Iris-Thousand\919\L\S5919L07.jpg,919
D:/study/iris/CASIA-Iris-Thousand\234\L\S5234L06.jpg,234
D:/study/iris/CASIA-Iris-Thousand\108\R\S5108R00.jpg,108
D:/study/iris/CASIA-Iris-Thousand\870\R\S5870R05.jpg,870
D:/study/iris/CASIA-Iris-Thousand\646\R\S5646R07.jpg,646
D:/study/iris/CASIA-Iris-Thousand\519\R\S5519R01.jpg,519
D:/study/iris/CASIA-Iris-Thousand\245\L\S5245L07.jpg,245
D:/study/iris/CASIA-Iris-Thousand\422\R\S5422R07.jpg,422
D:/study/iris/CASIA-Iris-Thousand\748\R\S5748R04.jpg,748
D:/study/iris/CASIA-Iris-Thousand\461\L\S5461L09.jpg,461
D:/study/iris/CASIA-Iris-Thousand\234\R\S5234R07.jpg,234
D:/study/iris/CASIA-Iris-Thousand\347\R\S5347R06.jpg,347
D:/study/iris/CASIA-Iris-Thousand\782\L\S5782L05.jpg,782
